epoch,train_loss,train_accuracy,test_loss,test_accuracy,epoch_seconds
1,3.5597975855514057,0.3278886872353297,1.1831527856680064,0.532967032967033,78.95241620000161
2,1.449145549005692,0.40199637023593465,1.1341249340183133,0.5604395604395604,36.867574100004276
3,1.3537170452849474,0.43708408953418026,1.141804840538528,0.5494505494505495,37.27067589999933
4,1.3667763861756,0.4401088929219601,1.2822291160022818,0.45054945054945056,37.45290409999143
5,1.3102357644279004,0.47398669086509376,1.0519052416413694,0.5851648351648352,38.23259999998845
6,1.266626525631978,0.4945553539019964,1.1650159935374835,0.5631868131868132,37.476130000010016
7,1.2389413097448516,0.5060496067755595,0.9580252884508489,0.6236263736263736,37.266582399999606
8,1.217169080008468,0.5108892921960072,1.0325149559712672,0.5906593406593407,37.018301200005226
9,1.2070462956114099,0.5232909860859044,1.0543015684400285,0.6071428571428571,37.001534700000775
10,1.1678603915683587,0.5275257108287962,0.8560246193146968,0.6620879120879121,37.33759660000214
11,1.1399120577738924,0.5493042952208107,1.0708811459960519,0.6153846153846154,37.825126299998374
12,1.1155150704000187,0.5462794918330308,0.8958492842349377,0.6510989010989011,36.97819690000324
13,1.1241845731942925,0.5538415003024804,0.8855209396435664,0.6510989010989011,37.142527300005895
14,1.0722037975671288,0.5750151240169389,0.8575051636486263,0.6675824175824175,37.524508900009096
15,1.0680803144908428,0.5798548094373865,0.8464062475896144,0.6428571428571429,37.846730799996294
16,1.0401004702123238,0.5970961887477314,0.7842905809591104,0.6785714285714286,37.173887799988734
17,0.9996816997303072,0.6146400483968542,0.9191333730142195,0.6373626373626373,37.93306809999922
18,0.9955099346561281,0.6240169388989716,0.8107515468702211,0.7060439560439561,40.36683780000021
19,0.9615584016206837,0.6255293405928615,0.7581672688106914,0.7115384615384616,37.88099810000858
20,0.9610434122974052,0.632183908045977,0.8041055071484912,0.6978021978021978,37.28011659999902
21,0.960425530789624,0.6246218995765275,0.7919765068934514,0.7060439560439561,36.92296480000368
22,0.9345198574025777,0.647307924984876,0.7583187694077963,0.717032967032967,37.03373460000148
23,0.8666160105216597,0.6657592256503327,0.6945325846855457,0.7197802197802198,37.38125880000007
24,0.8921776448894254,0.6660617059891107,0.7401492333674169,0.728021978021978,37.25637619999179
25,0.863361323449515,0.6875378100423473,0.6438099558536823,0.7554945054945055,38.081792900004075
26,0.8201842287851693,0.6920750151240169,0.7555038870035947,0.7335164835164835,37.48861080000643
27,0.8148477148158725,0.6938898971566848,0.6954242858912919,0.7527472527472527,37.3657908999885
28,0.7981920836553095,0.7093163944343618,0.632947291646685,0.7527472527472527,37.097954500000924
29,0.8037806949107775,0.7087114337568058,0.6485121695549934,0.7582417582417582,37.14071750000585
30,0.8137007107968339,0.7090139140955838,0.7100834139100798,0.7005494505494505,36.924097600000096
