epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,7.024611274617698,0.23563218390804597,1.6272596422132555,0.24175824175824176
2,1.6003039914481365,0.235329703569268,1.681217631140908,0.24725274725274726
3,1.5971684444332872,0.2453115547489413,1.5848811222956731,0.23076923076923078
4,1.607982137025809,0.2338173018753781,1.5933368389423077,0.23351648351648352
5,1.6115085350262779,0.2365396249243799,1.6081922237689679,0.21978021978021978
6,1.6149939371467863,0.2425892316999395,1.7187821943681318,0.21703296703296704
7,1.6041920702888688,0.23774954627949182,1.6189555073832418,0.23626373626373626
8,1.6016564343239565,0.23865698729582577,1.6036967183207418,0.24175824175824176
9,1.6034701347928009,0.24047186932849365,1.6279833447802199,0.23351648351648352
10,1.600569690997429,0.24349667271627345,1.6298372038118132,0.23351648351648352
11,1.6000424181412582,0.24773139745916514,1.6002505794986264,0.24175824175824176
12,1.5990853514443437,0.2441016333938294,1.6110222785027473,0.24175824175824176
13,1.6045203973362825,0.24591651542649728,1.6078135731456045,0.24175824175824176
14,1.5981061304257411,0.25075620084694494,1.6075023609203296,0.21978021978021978
15,1.5992809002571082,0.24803387779794314,1.611556168440934,0.22252747252747251
16,1.599137635643527,0.23623714458560194,1.6124790736607142,0.23901098901098902
17,1.598262983023291,0.24561403508771928,1.6005524016998627,0.2445054945054945
18,1.6027555840706291,0.23986690865093768,1.6050153459821428,0.23901098901098902
19,1.604947680353902,0.23744706594071385,1.6293591509808552,0.24175824175824176
20,1.6071808359800364,0.23139745916515425,1.604843978043441,0.23901098901098902
21,1.6066284548926195,0.2365396249243799,1.6038902198875344,0.23901098901098902
22,1.604118813331821,0.23895946763460374,1.5981297754979396,0.2445054945054945
23,1.6034813596491229,0.2335148215366001,1.5985529972956731,0.2445054945054945
24,1.6046667635549001,0.24742891712038717,1.5989098182091346,0.2445054945054945
25,1.604045851765729,0.24379915305505143,1.6029072855855082,0.23901098901098902
26,1.6026690345205687,0.23593466424682397,1.59991455078125,0.24175824175824176
27,1.6024259277639141,0.2483363581367211,1.6147387158739699,0.24175824175824176
28,1.6026061162469751,0.24289171203871748,1.5990057305975274,0.24175824175824176
29,1.6027183648101937,0.23744706594071385,1.598441658439217,0.24175824175824176
30,1.6023012727805506,0.23926194797338174,1.5980720939217032,0.2445054945054945
