epoch,train_loss,train_accuracy,test_loss,test_accuracy,epoch_seconds
1,4.060015302820777,0.28160919540229884,1.830872810803927,0.3269230769230769,86.34685960000206
2,1.6297646435693185,0.382335148215366,1.1946753093174525,0.5467032967032966,49.79460480000125
3,1.3259047706128608,0.4694494857834241,1.0668494223238347,0.5412087912087912,49.57947159999458
4,1.2786467218139428,0.4794313369630974,0.9472942142696171,0.6071428571428571,49.31370959999913
5,1.1946601134967747,0.5238959467634604,1.0849649005538815,0.5769230769230769,49.37396029999945
6,1.2042396610892332,0.5196612220205686,1.064205832533784,0.6153846153846154,49.57213970000157
7,1.1879485240504732,0.5184513006654567,0.9860987584669512,0.6236263736263736,49.348345100006554
8,1.172902798551685,0.5314579552329098,0.9363291184980791,0.6401098901098901,49.314296299999114
9,1.1571811648188255,0.5411373260738052,0.9732022331311152,0.6236263736263736,49.7554211000097
10,1.1348371481938717,0.5607985480943739,1.586625574709295,0.5302197802197802,49.70682350000425
11,1.1950805353094287,0.530550514216576,1.0805127178574656,0.5989010989010989,49.8517342999985
12,1.1501592389756956,0.5423472474289172,1.0049617388746241,0.5879120879120879,49.67349950000062
13,1.1372634940484907,0.543859649122807,0.8191302733106928,0.6703296703296703,50.15937119998853
14,1.1338183258204335,0.5502117362371446,0.9292589167317191,0.6483516483516484,50.05462529999204
15,1.082973273104779,0.5725952813067151,0.9285000945840564,0.6483516483516484,50.604551399999764
16,1.078186590312397,0.5762250453720508,1.0133876217590583,0.6675824175824175,50.575101199996425
17,1.0374492134603672,0.5895341802782819,3.034201117007287,0.5082417582417582,50.073384400006034
18,1.0356687299424925,0.5952813067150635,0.818439359848316,0.695054945054945,50.359284999998636
19,1.0436486147853439,0.5958862673926195,0.9202808410256773,0.6593406593406593,49.85403229999065
20,1.0378131837608304,0.5874168179068361,0.8846556622903425,0.6565934065934066,49.769502700000885
21,1.006516485919537,0.6046581972171808,0.7942135334014893,0.6346153846153846,49.57457889999205
22,0.9929251047025935,0.6179673321234119,0.7791077265372643,0.6730769230769231,49.654200100005255
23,0.9664234710475278,0.6206896551724138,5.904630765810118,0.5302197802197802,49.591354000003776
24,0.9558370326838923,0.631276467029643,0.7177359959581396,0.7335164835164835,50.549624400009634
25,0.9307902159289887,0.6485178463399879,1.0753878446725698,0.6895604395604396,50.616606899988255
26,0.8962507930150987,0.6669691470054446,0.8147879983042623,0.6758241758241759,49.61707849999948
27,0.8997300117937493,0.6488203266787659,0.7819403147959447,0.7115384615384616,49.64459749999514
28,0.868153360383264,0.6730187537810043,0.6824225593399216,0.7554945054945055,49.60031280000112
29,0.8326545337150837,0.690865093768905,1.0021441598514935,0.75,49.82182979999925
30,0.8597116682721281,0.6802782819116757,0.7919556357703366,0.7335164835164835,49.26557590000448
