epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,4.633034664576369,0.2637628554143981,1.9617969871877314,0.38186813186813184
2,1.5718388456470376,0.31488203266787657,1.504230532017383,0.3873626373626374
3,1.4803504505376706,0.3315184513006655,1.368252953330239,0.4010989010989011
4,1.4450949537919928,0.34936479128856623,1.3309894014190842,0.43956043956043955
5,1.4211703079509792,0.382335148215366,1.39970505630577,0.48626373626373626
6,1.4035555787037448,0.37870538415003024,1.3381694306384075,0.45604395604395603
7,1.3915718860937767,0.4047186932849365,1.2518298809344952,0.49175824175824173
8,1.4217877281267428,0.38445251058681185,1.171603527697888,0.4725274725274725
9,1.3513426922049872,0.4283121597096189,1.2214123233334049,0.4423076923076923
10,1.3608830937168055,0.41802782819116757,1.2127028245192308,0.48626373626373626
11,1.371431839372343,0.41228070175438597,1.2365910456730769,0.4697802197802198
12,1.3870738754110918,0.426799758015729,1.5331819974459135,0.38186813186813184
13,1.358368234351701,0.4246823956442831,1.1347893515785972,0.5164835164835165
14,1.2909430352688125,0.45523290986085907,1.2341095222221625,0.5
15,1.4581366208417446,0.41228070175438597,1.4397784222613323,0.3956043956043956
16,1.3724101759488843,0.40350877192982454,1.1295967154450468,0.554945054945055
17,1.2635803401506243,0.47368421052631576,1.1365430224072801,0.532967032967033
18,1.2674962463194286,0.48003629764065336,1.116303496308379,0.5412087912087912
19,1.2251286169145588,0.5018148820326679,1.0928314544342377,0.5604395604395604
20,1.2255794804383247,0.4927404718693285,1.1588419819926168,0.521978021978022
21,1.252840904055836,0.5,1.1052628401871567,0.5769230769230769
22,1.2524458567301433,0.49122807017543857,1.1733857877961882,0.5274725274725275
23,1.207352159965132,0.4885057471264368,1.0711665729899982,0.5439560439560439
24,1.2171472686749116,0.49788263762855417,1.0334123883928572,0.5467032967032966
25,1.1794237481848227,0.5160314579552329,1.0310586782602162,0.554945054945055
26,1.1841062371541857,0.5205686630369026,1.1265294001652644,0.5384615384615384
27,1.1548967355680841,0.5254083484573503,0.9866903116414835,0.6098901098901099
28,1.120881386980171,0.5387174833635814,1.0141466580904448,0.5906593406593407
29,1.1371922155473713,0.5372050816696915,1.0383047585958962,0.5467032967032966
30,1.1248421319960393,0.5381125226860254,1.0233656495482057,0.5934065934065934
