epoch,train_loss,train_accuracy,val_loss,val_accuracy,epoch_seconds
1,1.5595801198258952,0.2707199032062916,1.379146701686985,0.34065934065934067,85.51813879999827
2,1.2941657295388593,0.4322444041137326,1.070571061019059,0.5576923076923077,38.917612599994754
3,1.119894088576652,0.5290381125226861,1.067041753412603,0.5796703296703297,38.726632599995355
4,1.0409748730195052,0.5901391409558379,0.9562612811287681,0.6016483516483516,39.05372969999735
5,0.9945017000580295,0.5946763460375075,0.9459395768878224,0.6510989010989011,38.98895469999843
6,0.9255749501391606,0.6358136721113128,0.9202804696428907,0.6346153846153846,39.34336430000258
7,0.9120764347977589,0.6485178463399879,0.8362091137812688,0.6730769230769231,38.91968590000033
8,0.8673358231837001,0.6651542649727767,0.7872675830846304,0.7115384615384616,36.43061499999749
9,0.8211846970386817,0.6884452510586812,0.7556465880556421,0.7335164835164835,35.78927069999918
10,0.8074424889184314,0.6957047791893527,0.7490690085259113,0.717032967032967,36.87999529999797
11,0.79073420785372,0.7041742286751361,0.7258173990380633,0.7335164835164835,35.82381429999805
12,0.773618645979575,0.7117362371445856,0.7380944477332817,0.728021978021978,36.01835030000075
13,0.7430943177457441,0.7150635208711433,0.690838193827933,0.7335164835164835,35.41325330000109
14,0.7201598015829641,0.7371445856019359,0.7821857791680557,0.6703296703296703,35.522058099995775
15,0.7115164263567201,0.7301875378100423,0.7425560106287946,0.739010989010989,35.98860080000304
16,0.6706168753986855,0.7434966727162734,0.6486968601142967,0.739010989010989,35.94655800000328
17,0.6542989706820023,0.7413793103448276,0.7527238860890105,0.7445054945054945,35.836379299995315
18,0.6248427686082617,0.7698124621899577,0.6012268007456602,0.7692307692307693,36.110816599997634
19,0.6043204058680618,0.7755595886267392,0.8037353469120277,0.728021978021978,35.98466170000029
20,0.6044844216241738,0.7819116757410768,0.6086724472569895,0.7939560439560439,35.95715800000471
21,0.6028171245862842,0.7819116757410768,0.5138940722732753,0.804945054945055,35.62521790000028
22,0.5687727990903353,0.7888687235329703,0.658487020613073,0.7527472527472527,35.47180639999715
23,0.5692219477816199,0.7897761645493043,0.5467610251117538,0.8241758241758241,35.711118400002306
24,0.5439471563857321,0.7994555353901996,0.5737652631251366,0.8159340659340659,38.027831899999
25,0.533572217513775,0.8064125831820932,0.5677758409426763,0.8131868131868132,34.91470390000177
26,0.5278597051853565,0.8082274652147611,0.6353143509272691,0.7747252747252747,36.22530749999714
27,0.5044075450389514,0.8118572292800968,0.71050924881474,0.7692307692307693,34.819408499999554
28,0.49757908808413376,0.8106473079249849,0.46153777575754856,0.8131868131868132,34.97410949999903
29,0.48676803140155633,0.8176043557168784,0.4419306238273998,0.8653846153846154,34.97615940000105
30,0.5002236105569261,0.8139745916515426,0.5544955786112901,0.8241758241758241,34.89391179999802
