epoch,train_loss,train_accuracy,val_loss,val_accuracy,epoch_seconds
1,1.632412687764338,0.23623714458560194,1.6018898094093406,0.2445054945054945,85.21998229999735
2,1.6025522812452737,0.2425892316999395,1.5982706258585164,0.2445054945054945,47.044475700000476
3,1.453350840232189,0.32698124621899577,1.2355863131009615,0.43956043956043955,47.1685262999963
4,1.2093096742901164,0.4652147610405324,1.1019124460744334,0.532967032967033,47.33059790000698
5,1.1289723668037872,0.5,1.03578366290082,0.5521978021978022,47.183243200001016
6,1.0853620383210134,0.5517241379310345,1.041246351304945,0.5824175824175825,47.081947200000286
7,1.049386413473832,0.574107683000605,0.9487758573594984,0.6043956043956044,47.13871439999639
8,0.9969073839787634,0.604053236539625,0.9287907841441395,0.6401098901098901,47.072701099998085
9,0.9842413602564744,0.6116152450090744,0.8889869543222281,0.6565934065934066,46.902590599995165
10,0.9451530344978074,0.632183908045977,0.8825635182988513,0.7005494505494505,47.197976900002686
11,0.9457048118222647,0.631881427707199,0.8408767129038717,0.6730769230769231,47.16998869999952
12,0.9191596288069479,0.6418632788868723,0.929938595373552,0.6813186813186813,47.292329700001574
13,0.8902817426561516,0.6594071385359952,0.844323836840116,0.695054945054945,47.14440950000426
14,0.8756589409227596,0.6588021778584392,0.8301882887934591,0.6758241758241759,46.95561109999835
15,0.8829615719016941,0.663036902601331,0.933622324859703,0.6346153846153846,47.49662929999613
16,0.8660078797279814,0.6705989110707804,0.7699089855938167,0.7115384615384616,47.113572100002784
17,0.8435710992008285,0.6757410768300061,0.9251698006640424,0.6730769230769231,47.01734430000215
18,0.8162015275528268,0.6851179673321234,0.776128161084521,0.7335164835164835,47.13631280000118
19,0.7887239479254177,0.7005444646098004,0.9268695970812997,0.6785714285714286,47.08782369999972
20,0.8021214735630564,0.6890502117362372,0.7671883080031846,0.7362637362637363,47.041687800003274
21,0.7996195001596403,0.7002419842710224,0.7029384364793588,0.7362637362637363,47.180348399997456
22,0.7678583817848349,0.7192982456140351,0.7874873578548431,0.6895604395604396,47.083325399995374
23,0.7714661738400883,0.7102238354506957,0.7002608049046862,0.739010989010989,47.159983899997314
24,0.7428247074394319,0.7111312764670297,0.7064835864763993,0.7335164835164835,47.27144839999528
25,0.7251246913014509,0.7271627344222625,0.735735154741413,0.75,46.94885609999619
26,0.7262105829270046,0.7289776164549304,0.8390804509540181,0.6538461538461539,47.04265500000474
27,0.7138196469002324,0.7298850574712644,0.7641222585033585,0.717032967032967,47.1771144000013
28,0.7024339468134437,0.7280701754385965,0.6581238233126127,0.7417582417582418,47.1420541999978
29,0.6833772952817674,0.7441016333938294,0.5842607813877064,0.8021978021978022,46.75502930000221
30,0.6925009552522349,0.7341197822141561,0.7429331537786421,0.7362637362637363,46.70475550000265
