epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,5.780888237234901,0.22746521476104054,1.897274999828129,0.22252747252747251
2,1.6007591842955988,0.24440411373260737,1.5991995675223214,0.2554945054945055
3,1.5594357803815506,0.28191167574107684,1.5271733462155521,0.31043956043956045
4,1.528289148754159,0.28765880217785844,2.559297439816234,0.3131868131868132
5,1.5286718646613164,0.2870538415003025,2.1955284024332906,0.35714285714285715
6,1.5109515703597072,0.31851179673321234,1.4874146849244505,0.27197802197802196
7,1.570442627793143,0.28039927404718695,2.205848971566001,0.31868131868131866
8,1.5688777238184657,0.2673926194797338,1.5621807391826923,0.23626373626373626
9,1.5655020675151476,0.2837265577737447,1.4515600518865899,0.3901098901098901
10,1.5415414307092943,0.2997580157289776,1.579739497258113,0.28846153846153844
11,1.5729812649763215,0.2692075015124017,1.7109375,0.22802197802197802
12,1.553999409845794,0.29491833030852993,1.6000126809864255,0.36813186813186816
13,1.551264211905053,0.31518451300665457,1.497171171418913,0.3901098901098901
14,1.56481972104192,0.29159104658197216,1.5729194656833188,0.2967032967032967
15,1.4795746038844206,0.3545069570477919,1.5229203779618818,0.3324175824175824
16,1.42507957128489,0.368118572292801,1.3194217891483517,0.40384615384615385
17,1.3809583632785916,0.4074410163339383,1.2917171939388736,0.4368131868131868
18,1.3543129221136758,0.426194797338173,1.1674325125558036,0.49725274725274726
19,1.312897753153003,0.4395039322444041,1.3596395555433336,0.4368131868131868
20,1.2936830584092784,0.46854204476709016,1.1799591399811127,0.49725274725274726
21,1.3412695802202819,0.4219600725952813,1.2097664298592032,0.45604395604395603
22,1.30096573319063,0.46370235934664245,1.1054030198317308,0.5521978021978022
23,1.2347712069659686,0.48759830611010285,1.1373486780858302,0.5494505494505495
24,1.2374801404968003,0.49122807017543857,1.1304446314717387,0.5631868131868132
25,1.2149169031086648,0.5090744101633394,1.094843267084478,0.5357142857142857
26,1.2166914665836028,0.5111917725347852,1.1484516033759484,0.554945054945055
27,1.184048965924881,0.514216575922565,0.9659730680696257,0.6043956043956044
28,1.157692779430244,0.5375075620084695,1.0430725852211753,0.5741758241758241
29,1.117352452771417,0.5562613430127041,0.9797883924547133,0.6263736263736264
30,1.2275407090738046,0.5033272837265578,1.078285636482658,0.5741758241758241
